-1.475000e+01 	 9.689326e-68 
-1.450000e+01 	 2.492731e-43 
-1.425000e+01 	 2.389882e-24 
-1.400000e+01 	 8.538788e-11 
-1.375000e+01 	 1.136934e-02 
-1.350000e+01 	 5.641478e+00 
-1.325000e+01 	 1.043205e-02 
-1.300000e+01 	 7.188951e-11 
-1.275000e+01 	 1.846206e-24 
-1.250000e+01 	 8.095092e-25 
-1.225000e+01 	 7.457957e-11 
-1.200000e+01 	 2.560572e-02 
-1.175000e+01 	 3.276220e+01 
-1.150000e+01 	 1.562169e-01 
-1.125000e+01 	 2.775889e-09 
-1.100000e+01 	 1.753067e-15 
-1.075000e+01 	 8.895728e-05 
-1.050000e+01 	 1.682243e+01 
-1.025000e+01 	 2.183916e+01 
-1.000000e+01 	 1.761779e+00 
-9.750000e+00 	 1.158506e-06 
-9.500000e+00 	 2.839041e-18 
-9.250000e+00 	 2.592771e-35 
-9.000000e+00 	 8.824206e-58 
-8.750000e+00 	 1.119196e-85 
-8.500000e+00 	 1.966950e-64 
-8.250000e+00 	 1.560573e-40 
-8.000000e+00 	 4.625403e-22 
-7.750000e+00 	 5.216581e-09 
-7.500000e+00 	 2.575799e-01 
-7.250000e+00 	 9.722880e+01 
-7.000000e+00 	 3.422763e-01 
-6.750000e+00 	 6.941158e-06 
-6.500000e+00 	 3.431689e+00 
-6.250000e+00 	 6.328203e+00 
-6.000000e+00 	 4.348824e-05 
-5.750000e+00 	 1.113736e-15 
-5.500000e+00 	 3.113520e-31 
-5.250000e+00 	 2.441343e-15 
-5.000000e+00 	 1.083182e-04 
-4.750000e+00 	 1.790989e+01 
-4.500000e+00 	 1.103579e+01 
-4.250000e+00 	 3.825025e-03 
-4.000000e+00 	 4.863202e+01 
-3.750000e+00 	 7.200630e+01 
-3.500000e+00 	 7.527005e-03 
-3.250000e+00 	 3.403054e-12 
-3.000000e+00 	 4.057451e-15 
-2.750000e+00 	 1.463486e-04 
-2.500000e+00 	 1.978385e+01 
-2.250000e+00 	 4.329002e+01 
-2.000000e+00 	 3.705787e-02 
-1.750000e+00 	 2.812125e+00 
-1.500000e+00 	 8.074089e+01 
-1.250000e+00 	 8.639184e-03 
-1.000000e+00 	 3.444866e-12 
-7.500000e-01 	 5.119084e-27 
-5.000000e-01 	 1.220674e-39 
-2.500000e-01 	 1.773929e-21 
0.000000e+00 	 9.607091e-09 
2.500000e-01 	 1.938949e-01 
5.000000e-01 	 1.458344e+01 
7.500000e-01 	 4.087640e-03 
1.000000e+00 	 6.561657e-02 
1.250000e+00 	 2.241153e+01 
1.500000e+00 	 2.852651e-02 
1.750000e+00 	 5.920395e-02 
2.000000e+00 	 7.542861e+01 
2.250000e+00 	 2.732384e+01 
2.500000e+00 	 6.362299e-01 
2.750000e+00 	 2.467849e+00 
3.000000e+00 	 5.083210e+01 
3.250000e+00 	 2.237591e+01 
3.500000e+00 	 2.051740e+00 
3.750000e+00 	 9.163821e-07 
4.000000e+00 	 1.424575e-05 
4.250000e+00 	 1.547256e+01 
4.500000e+00 	 7.833955e+01 
4.750000e+00 	 3.089406e-01 
5.000000e+00 	 6.561424e+01 
5.250000e+00 	 5.227285e-02 
5.500000e+00 	 1.551934e-10 
5.750000e+00 	 2.366016e-09 
6.000000e+00 	 2.097450e-01 
6.250000e+00 	 1.036340e+02 
6.500000e+00 	 4.281190e+01 
6.750000e+00 	 1.616033e-02 
7.000000e+00 	 3.076088e-11 
7.250000e+00 	 2.185270e-25 
7.500000e+00 	 5.785395e-45 
7.750000e+00 	 5.707947e-70 
8.000000e+00 	 2.098678e-100 
8.250000e+00 	 2.875615e-136 
8.500000e+00 	 1.468367e-177 
8.750000e+00 	 2.794201e-224 
9.000000e+00 	 1.981524e-276 
9.250000e+00 	 0.000000e+00 
9.500000e+00 	 0.000000e+00 
